name,author,format,book_depository_stars,price,isbn,category,img_paths
The Discontented Little Baby Book,Pamela Douglas,Paperback,4.5,18.8,9780702253225,Health,dataset/Health/0000734.jpg
The Dance of Intimacy,Harriet Goldhor Lerner,Paperback,4.0,9.65,9780060916466,Health,dataset/Health/0000735.jpg
Raising Your Spirited Child,Mary Sheedy Kurcinka,Paperback,4.0,12.44,9780062403063,Health,dataset/Health/0000736.jpg
Energy Medicine for Women,Donna Eden,Paperback,4.5,14.72,9781585426478,Health,dataset/Health/0000737.jpg
Subtle Body,Cyndi Dale,Paperback,4.5,28.26,9781591796718,Health,dataset/Health/0000738.jpg
The Fitness Mindset,Brian Keane,Paperback,4.0,11.72,9781781332528,Health,dataset/Health/0000739.jpg
With the End in Mind,Kathryn Mannix,Paperback,4.5,8.48,9780008210915,Health,dataset/Health/0000740.jpg
The Sourdough School,Vanessa Kimbell,Hardback,4.5,21.82,9780857833662,Health,dataset/Health/0000741.jpg
Balanced and Barefoot,Angela J. Hanscom,Paperback,4.0,11.44,9781626253735,Health,dataset/Health/0000742.jpg
The Diving Bell and the Butterfly,Jean-Dominique Bauby,Paperback,4.0,11.77,9780375701214,Health,dataset/Health/0000743.jpg
Pilates' Return to Life Through Contrology,Joseph Hubertus Pilates,Paperback,4.0,14.05,9781928564904,Health,dataset/Health/0000744.jpg
The Vagina Bible,Dr. Jennifer Gunter,Paperback,4.5,17.07,9780349421759,Health,dataset/Health/0000745.jpg
Gut,Giulia Enders,Paperback,4.0,12.31,9781911344773,Health,dataset/Health/0000746.jpg
Your Soul's Plan,Robert Schwartz,Paperback,4.5,14.9,9781583942727,Health,dataset/Health/0000747.jpg
Holding the Man: Popular Penguins,Timothy Conigrave,Paperback,4.5,9.34,9780143202820,Health,dataset/Health/0000748.jpg
Tantric Orgasm for Women,Diana Richardson,Paperback,4.0,11.35,9780892811335,Health,dataset/Health/0000749.jpg
Little Girls Can be Mean,Michelle Anthony,Paperback,3.5,14.49,9780312615529,Health,dataset/Health/0000750.jpg
The Longevity Paradox,Steven R. Gundry,Hardback,4.0,16.55,9780062843395,Health,dataset/Health/0000751.jpg
The Ladybird Book of the Sickie,Jason Hazeley,Hardback,4.0,6.37,9780718184438,Health,dataset/Health/0000752.jpg
The Little Book of Mindfulness,Tiddy Rowan,Hardback,4.0,7.0,9781849494205,Health,dataset/Health/0000753.jpg
In Praise of Walking,Shane O'Mara,Paperback,4.0,14.2,9781847925909,Health,dataset/Health/0000754.jpg
The Eczema Diet,Karen Fischer,Paperback,3.5,12.11,9781921966460,Health,dataset/Health/0000755.jpg
Healing Developmental Trauma,Laurence Heller,Paperback,4.0,16.54,9781583944899,Health,dataset/Health/0000756.jpg
"Raising Our Children, Raising Ourselves",Naomi Aldort,Paperback,4.0,15.32,9781887542326,Health,dataset/Health/0000757.jpg
Eat Fat Get Thin,Dr. Mark Hyman,Paperback,4.5,7.72,9781473631168,Health,dataset/Health/0000758.jpg
Contented Dementia,Oliver James,Paperback,4.0,14.51,9780091901813,Health,dataset/Health/0000759.jpg
Heal Your Gut,Lee Holmes,Paperback,4.0,16.07,9781743365618,Health,dataset/Health/0000760.jpg
Mindfulness,J. Mark G. Williams,CD-Audio,4.0,9.08,9781405509077,Health,dataset/Health/0000761.jpg
The Bonsai Child,Judith y Locke,Paperback,4.5,18.54,9780994369208,Health,dataset/Health/0000762.jpg
Starving the Anxiety Gremlin for Children Aged 5-9,Kate Collins-Donnelly,Paperback,4.0,16.66,9781849054928,Health,dataset/Health/0000763.jpg
The Mystery Method,Erik von Markovik,Hardback,3.5,11.8,9780312360115,Health,dataset/Health/0000764.jpg
The Mind-Gut Connection,Emeran Mayer,Paperback,3.5,11.66,9780062376589,Health,dataset/Health/0000765.jpg
What's Happening to My Body? Book for Girls,Lynda Madaras,Paperback,4.0,10.66,9781557047649,Health,dataset/Health/0000766.jpg
Brave Enough,Cheryl Strayed,Hardback,4.0,7.63,9781782398530,Health,dataset/Health/0000767.jpg
Allen Carr's Easy Way for Women to Stop Smoking,Allen Carr,Paperback,4.0,7.47,9781848374645,Health,dataset/Health/0000768.jpg
Every Breath,Nicholas Sparks,Paperback,4.0,16.04,9780751567762,Health,dataset/Health/0000769.jpg
Only Love Today,Rachel Macy Stafford,Paperback,4.0,10.16,9780310349495,Health,dataset/Health/0000770.jpg
The Heart of Tantric Sex,Diana Richardson,Paperback,4.0,10.36,9781903816370,Health,dataset/Health/0000771.jpg
Introvert Advantage the,Martin Olsen Lany,Paperback,4.0,11.5,9780761123699,Health,dataset/Health/0000772.jpg
Discovery of the Child,Maria Montessori,Paperback,4.0,7.8,9780345336569,Health,dataset/Health/0000773.jpg
Parenting,Paul David Tripp,Hardback,4.5,15.66,9781433551932,Health,dataset/Health/0000774.jpg
When I Say No I Feel Guilty,Manuel J. Smith,Paperback,4.0,7.29,9780553263909,Health,dataset/Health/0000776.jpg
How to Choose the Sex of Your Baby,Landrum B Shettles,Paperback,4.0,12.08,9780767926102,Health,dataset/Health/0000777.jpg
Fed Up (Fully ),Sue Dengate,Paperback,4.0,15.47,9781741667257,Health,dataset/Health/0000778.jpg
Somatics,Thomas Hanna,Paperback,4.0,13.36,9780738209579,Health,dataset/Health/0000779.jpg
Why Love Matters,Sue Gerhardt,Paperback,4.5,22.0,9780415870535,Health,dataset/Health/0000780.jpg
You're Not Crazy - It's Your Mother,Danu Morrigan,Paperback,4.0,9.55,9780232529296,Health,dataset/Health/0000781.jpg
Bringing Up B b,Pamela Druckerman,Paperback,4.0,15.94,9780143122968,Health,dataset/Health/0000782.jpg
Whispers of Love Oracle,Angela Hartfield,Mixed media product,0.0,17.67,9781922161109,Health,dataset/Health/0000783.jpg
All the Rules: Time-tested Secrets for Capturing the Heart of Mr. Right,Ellen Fein,Paperback,3.5,8.97,9780446618793,Health,dataset/Health/0000784.jpg
Wheat Belly,William Davis MD,Paperback,3.5,14.12,9781609614799,Health,dataset/Health/0000785.jpg
Facing Codependence,Pia Mellody,Paperback,4.0,11.22,9780062505897,Health,dataset/Health/0000786.jpg
The Meaning of Marriage,Timothy Keller,Paperback,4.5,11.95,9781594631870,Health,dataset/Health/0000787.jpg
Ashtanga Yoga,Gregor Maehle,Paperback,4.5,17.44,9781577316060,Health,dataset/Health/0000788.jpg
The Omnivore's Dilemma,Michael Pollan,Paperback,4.0,16.03,9780143038580,Health,dataset/Health/0000789.jpg
The 2-Day Diet,Michelle Harvie,Paperback,3.0,12.79,9780091948054,Health,dataset/Health/0000790.jpg
The Low-Fodmap Diet Cookbook,Sue Shepherd,Paperback,4.0,19.23,9781615191918,Health,dataset/Health/0000791.jpg
Empty Cradles (Oranges and Sunshine),Margaret Humphreys,Paperback,4.0,10.39,9780552165327,Health,dataset/Health/0000792.jpg
Growing Yourself Up,Jenny Brown,Paperback,4.0,26.97,9781921497971,Health,dataset/Health/0000793.jpg
Rework,Jason Fried,Hardback,4.0,17.6,9780307463746,Health,dataset/Health/0000794.jpg
The Parent's Tao Te Ching,William Martin,Paperback,4.5,11.38,9781569246627,Health,dataset/Health/0000795.jpg
The 7 Habits of Highly Effective Teens,Sean Covey,Hardback,4.0,5.11,9780762414741,Health,dataset/Health/0000796.jpg
In Defence of Food,Michael Pollan,Paperback,4.0,8.22,9780141034720,Health,dataset/Health/0000797.jpg
Grain Brain Cookbook,David Perlmutter,Paperback,4.0,14.39,9781473619173,Health,dataset/Health/0000798.jpg
Beyond the Pill,Jolene Brighten,Hardback,4.0,20.34,9780062847058,Health,dataset/Health/0000799.jpg
The Age-Well Project,Annabel Streets,Paperback,4.5,13.79,9780349419701,Health,dataset/Health/0000800.jpg
Childbirth without Fear,Grantly Dick-Read,Paperback,4.0,14.75,9781780660554,Health,dataset/Health/0000801.jpg
"Treatment Plans and Interventions for Depression and Anxiety Disorders, 2e",Robert L. Leahy,Paperback,4.0,67.81,9781609186494,Health,dataset/Health/0000802.jpg
The Attachment Parenting Book,William Sears,Paperback,4.0,12.73,9780316778091,Health,dataset/Health/0000803.jpg
Mindful Movements,Thich Nhat Hanh,Hardback,4.0,12.24,9781888375794,Health,dataset/Health/0000804.jpg
The Fat-Loss Plan,Joe Wicks,Paperback,4.5,17.34,9781509836079,Health,dataset/Health/0000805.jpg
Boundaries in Dating,Dr. Henry Cloud,Paperback,4.0,9.67,9780310200345,Health,dataset/Health/0000806.jpg
The Opposite Of Worry,Lawrence J. Cohen,Paperback,4.5,11.55,9780345539335,Health,dataset/Health/0000807.jpg
How to Be a Superhero Called Self-Control!,Lauren Brukner,Hardback,4.0,17.32,9781849057172,Health,dataset/Health/0000808.jpg
I Feel Bad About My Neck,Nora Ephron,Paperback,3.5,9.47,9780552773812,Health,dataset/Health/0000809.jpg
The Complete Sleep Guide For Contented Babies & Toddlers,Gina Ford,Paperback,3.5,12.83,9780091912673,Health,dataset/Health/0000810.jpg
The Kind Diet,Alicia Silverstone,Paperback,4.0,19.28,9781609611354,Health,dataset/Health/0000811.jpg
Toddler Tactics,Pinky McKay,Paperback,4.0,16.77,9780143005810,Health,dataset/Health/0000812.jpg
The Confidence Gap,Russ Harris,Paperback,4.0,15.32,9781590309230,Health,dataset/Health/0000813.jpg
The FastDiet Cookbook,Mimi Spencer,Paperback,3.5,20.34,9781476749860,Health,dataset/Health/0000814.jpg
Anxious For Nothing,Max Lucado,Paperback,4.0,10.03,9780718098940,Health,dataset/Health/0000815.jpg
Mind Over Medicine: Scientific Proof That You Can Heal Yourself,Lissa Rankin,Paperback,4.0,15.14,9781401939991,Health,dataset/Health/0000816.jpg
A Contented House with Twins,Gina Ford,Paperback,3.5,13.21,9780091906986,Health,dataset/Health/0000817.jpg
Sleeping Like A Baby,Pinky McKay,Paperback,3.5,17.38,9780143573340,Health,dataset/Health/0000818.jpg
Tom Kerridge's Dopamine Diet,Tom Kerridge,Hardback,4.0,21.96,9781472935410,Health,dataset/Health/0000819.jpg
Perfect Health--Revised and Updated,M D Deepak Chopra,Paperback,4.0,12.6,9780609806944,Health,dataset/Health/0000820.jpg
An Early Start for Your Child with Autism,Sally J. Rogers,Paperback,4.5,15.18,9781609184704,Health,dataset/Health/0000821.jpg
Head Strong,Dave Asprey,Hardback,4.0,18.92,9780062652416,Health,dataset/Health/0000822.jpg
Battle Hymn of the Tiger Mother,Amy Chua,Paperback,3.5,10.12,9781408822074,Health,dataset/Health/0000823.jpg
The Liver and Gallbladder Miracle Cleanse,Andreas Moritz,Paperback,4.0,13.64,9781569756065,Health,dataset/Health/0000824.jpg
Annabel Karmel's Baby-Led Weaning Recipe Book,Annabel Karmel,Hardback,3.5,16.05,9781786750846,Health,dataset/Health/0000825.jpg
"Love Is Letting Go Of Fear, 3rd Ed",Gerald G. Jampolsky,Paperback,4.0,8.43,9781587611186,Health,dataset/Health/0000826.jpg
Yoga The Spirit And Practice Of Moving Into Stillness,Erich Schiffmann,Paperback,4.5,16.2,9780671534806,Health,dataset/Health/0000827.jpg
Eat Right for Your Type Comple,Peter D'Adamo,Paperback,3.5,28.88,9781573229203,Health,dataset/Health/0000828.jpg
Multi-Orgasmic Man,Mantak Chia,Paperback,4.0,14.8,9780062513366,Health,dataset/Health/0000829.jpg
Positivity,Barbara Fredrickson,Paperback,4.0,9.65,9781851687909,Health,dataset/Health/0000830.jpg
The Little Book of Self-Care for New Mums,Beccy Hands,Hardback,4.5,14.56,9781785041822,Health,dataset/Health/0000831.jpg
Active Hope,Joanna R. Macy,Paperback,4.0,16.76,9781577319726,Health,dataset/Health/0000832.jpg
The New Optimum Nutrition Bible,Patrick Holford,Paperback,4.0,18.49,9781580911672,Health,dataset/Health/0000833.jpg
The Relaxation & Stress Reduction Workbook (New Harbinger Self-Help Workbook),Martha Davis,Paperback,4.0,25.33,9781572245495,Health,dataset/Health/0000834.jpg
Grace's Guide,Grace Helbig,Paperback,4.0,13.74,9781476788005,Health,dataset/Health/0000835.jpg
Reconciliation,Thich Nhat Hanh,Paperback,4.5,11.62,9781935209645,Health,dataset/Health/0000836.jpg
Body by Science,John R. Little,Paperback,4.0,16.73,9780071597173,Health,dataset/Health/0000837.jpg
The Divided Mind,Dr John E Sarno,Paperback,4.0,16.19,9780061174308,Health,dataset/Health/0000838.jpg
The Intuitive Eating Workbook,Evelyn Tribole,Paperback,4.5,20.5,9781626256224,Health,dataset/Health/0000839.jpg
The Dyslexic Advantage,Brock L Eide,Paperback,4.5,13.33,9780452297920,Health,dataset/Health/0000840.jpg
The Whole-Brain Child: 12 revolutionary strategies to Nurture Your Child's Developing Mind,Daniel J. Siegel,Paperback,4.0,15.33,9781921844775,Health,dataset/Health/0000841.jpg
Mind in the Making,Ellen Galinsky,Paperback,4.0,13.09,9780061732324,Health,dataset/Health/0000842.jpg
Get the Guy,Matthew Hussey,Paperback,4.0,12.1,9780062241757,Health,dataset/Health/0000843.jpg
Manners Time,Elizabeth Verdick,Board book,4.0,9.43,9781575423135,Health,dataset/Health/0000844.jpg
Trigger Point Therapy for Myofascial Pain,Donna Finando,Paperback,4.0,16.94,9781594770548,Health,dataset/Health/0000845.jpg
Trim Healthy Mama,Pearl P Barrett,Paperback,4.0,21.49,9780988775114,Health,dataset/Health/0000846.jpg
The Mighty Toddler,Robin Barker,Paperback,4.0,16.94,9780871319869,Health,dataset/Health/0000847.jpg
Neven Maguire's Complete Baby & Toddler Cookbook,Neven Maguire,Hardback,4.5,20.42,9780717166046,Health,dataset/Health/0000848.jpg
How to Be Human,Ruby Wax,Paperback,4.0,7.62,9780241294758,Health,dataset/Health/0000849.jpg
Womancode,Alisa Vitti,Paperback,4.0,14.36,9780062130792,Health,dataset/Health/0000850.jpg
Why Do I Have To?,Laurie Leventhal-Belfer,Paperback,4.0,9.17,9781843108917,Health,dataset/Health/0000851.jpg
Talking to My Daughter About the Economy,Yanis Varoufakis,Paperback,4.0,14.17,9781847924421,Health,dataset/Health/0000852.jpg
Yoga Nidra,Richard Miller,Mixed media product,4.0,12.42,9781591797586,Health,dataset/Health/0000853.jpg
"Urban Tantra, Second Edition",Barbara Carrellas,Paperback,4.0,12.05,9780399579684,Health,dataset/Health/0000854.jpg
The Bikini Body 28-Day Healthy Eating & Lifestyle Guide,Kayla Itsines,Paperback,4.0,17.78,9781509842094,Health,dataset/Health/0000855.jpg
Starving the Anxiety Gremlin,Kate Collins-Donnelly,Paperback,4.5,17.0,9781849053419,Health,dataset/Health/0000856.jpg
"Act Like a Lady, Think Like a Man",Steve Harvey,Paperback,4.0,11.58,9780062351562,Health,dataset/Health/0000857.jpg
Smart but Scattered Teens,Richard Guare,Paperback,4.0,17.14,9781609182298,Health,dataset/Health/0000858.jpg
People Skills,Robert Bolton,Paperback,4.0,11.36,9780671622480,Health,dataset/Health/0000859.jpg
"Balance Your Hormones, Balance Your Life",Claudia Welch,Paperback,4.0,13.87,9780738214825,Health,dataset/Health/0000860.jpg
The Great Believers,Rebecca Makkai,Paperback,4.0,9.71,9780708899120,Health,dataset/Health/0000861.jpg
The Like Switch,Jack Schafer,Paperback,4.0,11.76,9781476754482,Health,dataset/Health/0000862.jpg
The Mindful Child,Susan Kaiser Greenland,Paperback,4.0,12.22,9781416583004,Health,dataset/Health/0000863.jpg
Quick and Easy Toddler Recipes,Annabel Karmel,Hardback,4.0,12.64,9780091941529,Health,dataset/Health/0000864.jpg
Brain over Binge,Kathryn Hansen,Paperback,4.0,18.3,9780984481705,Health,dataset/Health/0000865.jpg
How Yoga Works,Geshe Michael Roach,Paperback,4.0,18.53,9780976546900,Health,dataset/Health/0000866.jpg
An Introductory Guide to Massage,Louise Tucker,Paperback,4.0,23.45,9781903348352,Health,dataset/Health/0000867.jpg
Le Petit Baby Book,Marabout,Hardback,5.0,20.68,9781452152004,Health,dataset/Health/0000868.jpg
Kick the Drink...Easily!,Jason Vale,Paperback,4.5,12.18,9781845903909,Health,dataset/Health/0000869.jpg
Committed,Elizabeth Gilbert,Paperback,3.5,11.0,9781408809457,Health,dataset/Health/0000870.jpg
Mentors,Russell Brand,Hardback,4.0,9.91,9781509850884,Health,dataset/Health/0000871.jpg
"The Autism Discussion Page on anxiety, behavior, school, and parenting strategies",Bill Nason,Paperback,4.5,20.93,9781849059954,Health,dataset/Health/0000872.jpg
Wild Feminine,Tami-Lynn Kent,Paperback,4.0,10.81,9781582702841,Health,dataset/Health/0000873.jpg
Brain On Fire: My Month of Madness,Susannah Cahalan,Paperback,4.0,9.95,9780141975344,Health,dataset/Health/0000874.jpg
Overcoming Depression 3rd Edition,Prof Paul Gilbert,Paperback,4.0,8.44,9781849010665,Health,dataset/Health/0000875.jpg
The How Not to Die Cookbook,Michael Greger,Hardback,4.0,24.64,9781250127761,Health,dataset/Health/0000876.jpg
Becoming Attached,Robert Karen,Paperback,4.0,20.3,9780195115017,Health,dataset/Health/0000877.jpg
Chirunning,Danny Dreyer,Paperback,3.5,15.34,9781416549444,Health,dataset/Health/0000878.jpg
Eight Dates,Dr John Gottman,Paperback,4.0,9.35,9780241988350,Health,dataset/Health/0000879.jpg
Raising Children Compassionately,Marshall B. Rosenberg,Paperback,4.0,5.3,9781892005090,Health,dataset/Health/0000880.jpg
A Street Cat Named Bob,James Bowen,Paperback,4.0,8.46,9781473633360,Health,dataset/Health/0000881.jpg
The Blue Zones,Dan Buettner,Paperback,4.0,5.84,9781426207556,Health,dataset/Health/0000882.jpg
The 4-Hour Body,Timothy Ferriss,Hardback,4.0,30.77,9780307463630,Health,dataset/Health/0000883.jpg
Cribsheet,Emily Oster,Hardback,4.0,18.24,9780525559252,Health,dataset/Health/0000884.jpg
Tinkerlab,Rachelle Doorley,Paperback,4.0,17.44,9781611800654,Health,dataset/Health/0000885.jpg
The Alphabet of the Human Heart,Matthew Johnstone,Paperback,4.5,10.98,9781849014496,Health,dataset/Health/0000886.jpg
5:2 Veggie and Vegan,Kate Harrison,Paperback,4.0,8.36,9781409171263,Health,dataset/Health/0000887.jpg
Overcoming Trauma Through Yoga,David Emerson,Paperback,4.0,14.33,9781556439698,Health,dataset/Health/0000888.jpg
The Alcohol Experiment,Annie Grace,Paperback,4.0,13.78,9780008293475,Health,dataset/Health/0000889.jpg
Fowl Language,Brian J. Gordon,Paperback,4.5,9.41,9781449479671,Health,dataset/Health/0000890.jpg
Lean in 15 - The Sustain Plan,Joe Wicks,Paperback,4.0,17.36,9781509820221,Health,dataset/Health/0000891.jpg
The Dance of Anger,PH D Harriet Lerner,Paperback,4.0,13.04,9780062319043,Health,dataset/Health/0000892.jpg
"Ready, Steady, Glow",Madeleine Shaw,Hardback,4.0,10.83,9781409163381,Health,dataset/Health/0000893.jpg
The Vortex,Esther Hicks,Paperback,4.5,20.18,9781401918828,Health,dataset/Health/0000894.jpg
The Upward Spiral,Alex Korb,Paperback,4.5,12.28,9781626251205,Health,dataset/Health/0000895.jpg
The Worry Trick,David A. Carbonell,Paperback,4.0,10.22,9781626253186,Health,dataset/Health/0000896.jpg
The Art of Being a Brilliant Teenager,Andy Cope,Paperback,4.0,9.76,9780857085788,Health,dataset/Health/0000897.jpg
The Magic of Thinking Big,David Joseph Schwartz,Paperback,4.0,13.82,9780671646783,Health,dataset/Health/0000898.jpg
"Teamwork isn't My Thing, and I Don't Like to Share!",Julia Cook,Paperback,4.5,9.62,9781934490358,Health,dataset/Health/0000899.jpg
Manage Your Pain,Nicholas Michael,Paperback,3.5,13.05,9780285640481,Health,dataset/Health/0000900.jpg
I Need Your Love - Is That True?,Byron Katie,Paperback,4.0,10.53,9780307345301,Health,dataset/Health/0000901.jpg
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver W Sacks,Paperback,4.0,14.07,9780684853949,Health,dataset/Health/0000902.jpg
Yoga Therapy,A.G. Mohan,Paperback,4.0,22.7,9781590301319,Health,dataset/Health/0000903.jpg
Yoga Adjustments,Mark Stephens,Paperback,4.5,21.41,9781583947708,Health,dataset/Health/0000904.jpg
Why Isn't My Brain Working?,Datis Kharrazian,Paperback,4.5,23.14,9780985690434,Health,dataset/Health/0000905.jpg
Miller's Review of Critical Vaccine Studies,Neil Z. Miller,Paperback,4.5,16.48,9781881217404,Health,dataset/Health/0000906.jpg
Active Birth,Janet Balaskas,Paperback,4.0,19.44,9781558320383,Health,dataset/Health/0000907.jpg
Jo Frost's Toddler Rules,Jo Frost,Paperback,4.0,13.73,9780345542380,Health,dataset/Health/0000908.jpg
Hope And Help For Your Nerves,Dr Claire Weekes,Paperback,4.5,7.08,9780451167224,Health,dataset/Health/0000909.jpg
The Aware Baby,Ph.D  Aletha J. Solter,Paperback,4.0,16.24,9780961307370,Health,dataset/Health/0000910.jpg
Growing Yourself Up,Jenny Brown,Paperback,4.0,13.87,9781925335194,Health,dataset/Health/0000911.jpg
Living with a Seal,Jesse Itzler,Paperback,4.5,13.04,9781455534685,Health,dataset/Health/0000912.jpg
